order_item_id,order_id,product_id,cantidad,precio_unitario
156,59,50,3,838.06
157,59,17,3,460.59
158,59,35,2,403.45
159,59,36,2,149.0
160,60,25,2,726.23
161,60,15,2,747.02
162,60,49,3,1089.06
163,60,1,1,119.32
164,61,49,1,696.54
165,62,47,2,156.38
166,62,16,2,875.97
167,62,28,2,979.98
168,62,40,3,741.63
169,63,40,1,472.5
170,63,17,1,469.84
171,63,33,3,783.7
172,64,23,2,1031.86
173,64,34,1,1330.89
174,64,6,1,1156.45
175,65,6,1,982.16
176,65,46,3,630.21
177,65,31,1,1060.82
178,65,35,3,280.03
179,66,47,2,136.18
180,67,24,3,485.16
181,67,1,2,114.0
182,67,31,3,1161.77
183,67,11,1,1093.02
184,67,19,1,864.4
185,68,47,1,106.78
186,69,11,1,1215.68
187,69,46,2,780.49
188,69,24,2,400.21
189,69,25,1,651.53
190,70,42,3,850.21
191,71,20,3,547.11
192,71,43,1,1071.5
193,72,14,3,373.46
194,72,19,1,1262.89
195,72,47,2,168.47
196,73,28,3,884.0
197,73,1,3,150.04
198,74,41,2,864.71
199,74,24,1,437.35
200,74,47,3,96.36
201,75,46,1,814.13
202,75,21,1,1206.08
203,75,3,3,1173.1
204,75,13,1,558.98
205,75,15,3,1225.65
206,76,3,3,685.13
207,76,11,3,1266.94
208,76,29,2,329.46
209,76,48,1,845.45
210,76,28,3,710.57
211,77,13,2,436.91
212,78,49,3,1216.41
213,78,20,1,465.6
214,79,1,1,155.81
215,79,3,2,903.23
216,79,39,3,631.12
217,79,47,1,123.42
218,79,27,2,197.98
219,80,47,3,108.5
220,80,50,2,1239.53
221,80,8,3,856.88
222,81,45,3,214.84
223,82,24,2,317.57
224,82,3,3,745.04
225,83,32,2,98.35
226,84,29,2,235.9
227,84,13,3,361.06
228,84,45,1,182.57
229,84,37,2,142.0
230,85,14,3,416.3
231,86,44,3,331.53
232,86,25,1,457.78
233,87,1,3,197.28
234,87,16,3,1341.21
235,87,30,3,520.26
236,88,15,1,955.45
237,88,48,2,780.82
238,88,34,2,1045.54
239,89,22,3,1178.52
240,89,6,2,964.71
241,89,38,2,665.75
242,89,32,1,114.14
243,89,43,3,1259.48
244,90,22,3,1413.9
245,91,29,1,361.05
246,92,27,2,277.46
247,92,8,1,894.44
248,92,16,2,822.96
249,92,3,2,1064.92
250,93,43,3,908.62
251,94,40,3,434.75
252,94,3,3,1143.2
253,94,20,2,363.32
254,94,14,2,279.95
255,95,11,1,847.4
256,95,17,1,429.67
257,95,26,2,627.55
258,95,16,1,972.82
259,95,42,3,699.7
260,96,11,1,742.62
261,96,25,2,574.53
262,96,33,1,797.08
263,97,46,1,818.45
264,97,33,1,844.96
265,97,8,2,576.02
266,98,30,3,750.41
267,98,50,1,695.41
268,98,31,2,983.43
269,98,36,2,263.17
270,98,10,1,1004.65
271,99,21,1,923.79
272,99,49,2,672.48
273,99,12,1,378.79
274,100,35,1,386.58
275,100,14,1,285.37
276,100,15,2,675.51
277,101,41,3,1379.27
278,102,12,3,496.65
279,102,24,3,326.72
280,102,48,3,479.79
281,102,2,2,684.13
282,103,43,3,968.91
283,103,22,3,1270.79
284,103,11,1,1183.87
285,103,41,3,1352.52
286,103,46,1,945.45
287,104,7,3,929.18
288,104,6,3,1092.3
289,104,28,2,630.65
290,104,43,3,704.66
291,104,31,1,631.9
292,105,22,2,1401.89
293,105,27,1,195.93
294,105,15,3,1145.91
295,105,48,1,812.28
296,105,29,2,239.79
297,106,23,3,845.8
298,107,31,3,1066.49
299,107,15,2,981.38
300,107,50,1,851.27
301,108,23,3,848.31
302,108,14,3,273.66
303,108,46,2,731.53
304,108,49,1,1063.43
305,108,2,2,889.29
306,109,49,1,1223.9
307,110,3,1,967.63
308,110,32,1,158.67
309,111,33,3,506.88
310,111,6,3,627.06
311,112,46,2,657.64
312,112,44,1,227.83
313,112,39,3,432.97
314,113,44,1,228.66
315,113,31,1,1012.47
316,113,28,3,727.01
317,114,13,1,592.34
318,115,1,1,191.15
319,115,25,3,694.99
320,115,4,2,889.97
321,116,11,2,1109.52
322,116,47,3,126.54
323,116,26,3,474.32
324,116,4,2,930.82
325,116,36,3,198.81
326,117,29,2,234.36
327,117,41,3,999.09
328,117,12,3,292.89
329,117,26,1,621.97
330,117,46,2,868.16
331,118,31,1,1111.85
332,118,10,3,986.89
333,118,35,2,284.13
334,119,1,1,167.24
335,119,31,3,750.33
336,120,43,1,926.82
337,121,37,1,116.93
338,121,11,2,1092.88
339,121,3,1,1230.51
340,121,26,2,538.21
341,121,15,2,1215.82
342,122,20,1,478.18
343,122,30,1,475.77
344,122,34,2,748.02
345,122,22,2,938.8
346,122,2,3,997.83
347,123,6,3,878.37
348,123,42,1,819.98
349,124,41,2,1166.24
350,125,33,3,747.96
351,125,37,3,92.58
352,125,42,2,757.31
353,126,8,3,842.16
354,126,9,2,672.45
355,126,30,1,795.95
356,126,45,3,160.94
357,126,41,1,1309.74
358,127,13,2,609.01
359,128,22,3,1111.74
360,128,18,3,772.83
361,128,30,1,492.75
362,128,10,2,710.51
363,128,14,3,278.28
364,129,1,3,136.92
365,129,38,1,576.42
366,129,26,2,768.87
367,129,11,1,736.91
368,130,47,3,139.94
369,130,12,1,309.02
370,130,40,2,484.61
371,130,33,2,738.43
372,131,41,2,746.95
373,131,10,3,638.42
374,131,42,2,558.19
375,131,8,2,711.0
376,131,39,1,651.68
377,132,34,2,741.36
378,132,29,2,310.69
379,133,47,3,167.81
380,133,4,1,591.76
381,134,45,2,143.4
382,134,5,1,1313.2
383,134,1,2,175.41
384,135,32,3,128.59
385,135,40,2,743.66
386,135,35,3,252.72
387,136,37,2,131.33
388,136,50,1,775.22
389,137,43,2,1145.79
390,137,37,3,173.86
391,137,3,1,1188.51
392,138,6,2,1046.66
393,138,28,1,688.11
394,139,4,2,678.94
395,139,31,3,657.14
396,139,35,3,260.78
397,140,23,3,836.01
398,140,21,1,1084.22
399,140,33,2,530.33
400,141,10,1,617.12
401,142,43,1,806.46
402,142,12,1,407.67
403,143,35,1,347.26
404,143,37,2,163.67
405,143,36,1,179.15
406,143,11,2,965.78
407,143,41,1,1175.93
408,144,23,3,922.98
409,144,4,2,719.7
410,144,35,2,244.2
411,145,45,2,183.37
412,145,8,3,571.14
413,145,3,1,1323.76
414,145,28,2,1039.51
415,146,43,2,1240.9
416,146,49,3,1082.59
417,147,18,1,1112.73
418,147,6,2,999.3
419,148,49,2,1073.57
420,148,20,2,645.63
421,148,5,2,865.93
422,148,36,3,257.97
423,148,25,2,424.17
424,149,48,3,915.43
425,149,28,3,690.27
426,149,43,3,795.1
427,150,22,1,844.74
428,151,19,3,1115.78
429,152,7,1,604.98
430,152,26,3,769.26
431,153,8,3,718.69
432,153,6,1,729.31
433,153,24,3,458.74
434,154,16,2,1208.41
435,154,42,1,527.44
436,155,28,2,1004.34
437,155,30,2,653.75
438,155,1,2,211.43
439,156,21,1,1268.45
440,156,36,3,260.73
441,156,14,3,441.26
442,156,23,1,1108.85
443,157,14,2,352.34
444,158,5,3,1150.65
445,158,22,3,778.84
446,158,23,2,803.37
447,158,4,2,872.77
448,159,23,3,725.49
449,159,29,3,338.46
450,160,35,1,326.21
451,160,5,1,826.45
452,160,43,1,740.48
453,161,23,3,935.82
454,161,46,1,1154.81
455,161,44,2,244.05
456,161,21,2,1104.13
457,161,10,2,584.67
458,162,2,1,1064.77
459,162,20,2,605.83
460,162,23,3,826.01
461,162,49,3,896.33
462,162,45,2,126.81
463,163,37,3,121.76
464,164,23,2,952.95
465,164,35,3,438.9
466,164,41,2,1253.58
467,165,50,2,1219.99
468,166,24,3,305.49
469,166,46,3,674.72
470,166,32,3,118.43
471,167,31,3,828.37
472,167,19,1,1405.96
473,168,39,2,486.65
474,168,29,3,215.59
475,168,43,1,692.54
476,168,44,3,273.19
477,168,23,2,880.86
478,169,46,2,983.96
479,169,9,1,626.55
480,169,16,3,1341.15
481,169,8,3,519.24
482,169,24,2,399.36
483,170,18,3,1347.13
484,170,28,2,799.17
485,171,42,2,629.94
486,171,3,2,705.47
487,172,40,3,662.17
488,173,9,3,712.1
489,173,37,2,132.13
490,174,28,1,1018.39
491,174,21,1,1276.44
492,174,13,2,450.45
493,174,23,2,905.38
494,174,17,2,423.59
495,175,14,3,421.7
496,175,18,2,975.77
497,175,31,3,903.76
498,175,27,3,334.21
499,175,44,1,174.63
500,176,2,2,1089.62
501,176,22,2,859.67
502,176,32,3,88.13
503,177,20,2,600.12
504,178,22,3,1114.55
505,178,30,2,773.78
506,178,25,3,715.45
507,179,44,2,197.25
508,179,6,3,981.78
509,179,1,3,191.86
510,180,17,1,435.02
511,180,4,1,838.28
512,180,23,1,1071.6
513,181,37,3,117.82
514,181,25,1,534.61
515,181,14,3,308.18
516,182,5,3,1096.17
517,182,38,3,775.0
518,182,47,1,122.62
519,183,16,3,1325.36
520,183,40,2,750.17
521,183,31,3,822.23
522,183,22,3,910.9
523,184,23,3,572.46
524,184,27,3,201.2
525,184,49,2,1012.68
526,184,7,1,493.16
527,185,25,1,418.77
528,185,29,1,372.26
529,185,5,3,887.06
530,185,16,1,763.54
531,185,4,2,814.5
532,186,47,2,115.66
533,187,44,3,245.28
534,187,47,1,157.33
535,187,23,3,938.74
536,187,32,2,102.96
537,187,21,1,795.52
538,188,21,2,1086.99
539,188,6,1,1138.8
540,188,39,3,557.13
541,188,32,3,121.11
542,189,14,3,393.09
543,189,44,2,308.97
544,190,20,2,595.32
545,190,13,3,412.94
546,190,4,1,789.97
547,191,25,2,554.43
548,191,3,1,1049.03
549,192,23,3,937.69
550,193,31,1,743.77
551,193,24,1,265.41
552,194,16,1,1418.68
553,194,10,1,593.41
554,195,47,3,91.85
555,195,25,3,548.93
556,195,16,1,1349.16
557,196,21,3,853.0
558,196,46,1,821.96
559,197,34,1,1190.06
560,197,19,3,1290.88
561,197,17,1,413.56
562,198,2,2,864.72
563,198,43,1,751.2
564,199,10,2,733.44
565,199,18,2,891.97
566,200,49,2,671.99
567,200,28,3,919.96
568,201,37,1,153.92
569,202,11,1,975.07
570,202,28,2,716.5
571,202,14,2,339.95
572,202,2,2,754.81
573,203,20,3,363.14
574,203,22,2,742.74
575,203,32,1,98.13
576,203,5,3,997.37
577,204,46,2,591.53
578,204,32,3,115.62
579,204,9,2,668.02
580,204,3,1,885.44
581,205,11,3,774.21
582,205,26,2,525.24
583,205,36,3,149.16
584,206,37,2,162.87
585,207,40,2,611.28
586,207,3,3,975.67
587,207,24,2,442.85
588,207,47,2,145.85
589,208,9,2,711.85
590,208,25,1,501.3
591,208,48,2,907.89
592,208,27,1,305.63
593,208,8,1,667.3
594,209,12,2,456.03
595,209,44,2,271.4
596,209,40,2,682.8
597,209,19,2,978.82
598,209,46,1,1022.57
599,210,28,2,751.13
600,210,10,2,620.5
601,210,24,2,314.17
602,210,18,3,1103.55
603,211,4,2,912.99
604,211,38,1,830.45
605,211,19,1,1242.84
606,211,25,1,578.18
607,211,17,1,344.87
608,212,9,1,729.99
609,212,37,3,179.62
610,213,5,2,1176.08
611,213,21,1,1179.24
612,214,18,3,758.4
613,214,13,2,539.79
614,215,40,1,584.62
615,215,41,2,704.23
616,215,8,3,813.51
617,216,25,3,455.95
618,217,48,1,894.1
619,217,43,3,1113.39
620,217,46,2,1055.52
621,217,9,3,492.96
622,217,13,1,569.81
623,218,28,2,641.12
624,219,21,3,1090.44
625,220,48,1,516.67
626,220,44,1,189.98
627,220,12,3,366.55
628,220,38,3,737.81
629,220,40,1,613.65
630,221,11,3,1233.76
631,222,20,3,352.1
632,222,18,1,903.37
633,223,28,3,836.75
634,223,32,1,117.85
635,223,37,3,120.55
636,224,45,2,208.2
637,225,20,1,380.97
638,225,22,2,1088.03
639,225,7,2,875.87
640,225,9,3,432.86
641,225,23,1,815.11
642,226,38,1,925.56
643,227,6,3,795.56
644,227,8,2,860.95
645,227,23,3,952.74
646,227,3,1,1163.58
647,227,19,1,818.83
648,228,2,2,847.12
649,228,3,3,1158.19
650,228,39,2,598.69
651,228,47,3,132.78
652,228,28,1,795.18
653,229,50,1,1178.62
654,229,32,3,147.02
655,229,7,2,720.76
656,230,36,2,216.25
657,230,37,3,173.09
658,231,17,1,432.96
659,231,23,1,624.78
660,231,21,2,1360.31
661,231,43,3,1327.15
662,232,11,2,1060.59
663,232,1,2,206.36
664,232,18,1,945.99
665,233,18,1,969.47
666,234,31,1,670.2
667,234,14,1,238.05
668,234,50,1,717.97
669,234,25,3,471.29
670,235,29,3,371.01
671,235,24,3,296.6
672,235,27,2,223.31
673,235,19,1,959.18
674,235,11,2,1258.66
675,236,49,3,1095.58
676,237,10,1,553.41
677,238,7,1,779.96
678,238,1,1,140.82
679,238,10,3,774.89
680,239,12,2,337.07
681,239,30,3,490.25
682,239,18,2,987.87
683,240,19,1,1197.89
684,241,42,3,795.51
685,241,41,2,850.23
686,241,50,2,682.37
687,241,21,2,1283.43
688,242,19,1,1189.51
689,243,41,3,1294.17
690,243,11,3,817.13
691,243,42,2,678.4
692,243,18,3,715.84
693,244,31,1,1098.78
694,244,4,1,799.81
695,245,45,2,206.45
696,245,26,3,857.64
697,245,49,2,658.4
698,246,49,2,1169.94
699,247,8,1,749.97
700,247,50,3,1159.03
701,248,27,2,302.74
702,248,17,3,253.64
703,248,43,2,746.02
704,249,27,2,267.47
705,250,11,3,761.24
706,250,32,3,143.71
707,250,45,2,160.05
708,250,16,2,856.31
709,251,39,2,480.79
710,251,11,2,1043.45
711,251,26,2,878.26
712,252,17,2,474.08
713,252,44,1,249.46
714,252,40,3,693.89
715,252,38,3,709.95
716,253,6,3,1107.73
717,253,15,2,1020.04
718,254,20,1,440.72
719,254,8,2,464.1
720,254,24,1,363.19
721,255,9,3,670.72
722,255,7,1,862.44
723,256,30,2,473.58
724,257,37,3,127.44
725,257,35,1,249.42
726,257,19,3,1379.58
727,257,4,3,931.48
728,257,6,3,951.04
729,258,47,3,100.59
730,258,41,3,859.7
731,258,42,1,592.16
732,258,25,2,715.68
733,259,39,3,640.31
734,260,21,2,745.19
735,260,32,2,127.31
736,260,30,1,427.52
737,261,18,1,1335.47
738,262,8,3,840.81
739,262,5,3,1346.67
740,262,4,3,551.26
741,262,37,2,141.12
742,263,47,2,170.64
743,263,40,1,531.34
744,264,39,1,380.22
745,264,42,3,867.89
746,264,16,1,1188.68
747,265,14,2,281.02
748,265,11,1,728.08
749,265,8,2,798.79
750,265,23,3,679.96
751,265,28,1,763.04
752,266,1,3,187.24
753,266,39,2,395.03
754,267,34,1,1387.45
755,268,5,2,1152.3
756,268,11,2,993.03
757,269,27,1,210.96
758,269,10,3,1015.58
759,270,8,1,603.78
760,270,10,2,659.88
761,271,27,1,191.64
762,272,6,3,678.13
763,272,22,2,990.06
764,272,21,3,699.41
765,273,11,3,847.12
766,273,6,1,853.9
767,273,42,3,644.09
768,274,43,2,1130.35
769,274,37,2,155.17
770,274,41,3,1295.95
771,275,12,2,440.21
772,275,1,3,219.03
773,275,31,3,748.61
774,275,14,3,324.89
775,275,27,1,273.15
776,276,17,2,443.34
777,276,37,1,110.64
778,276,24,3,281.12
779,276,50,1,1241.89
780,277,18,1,1353.57
781,277,6,2,661.89
782,277,35,3,346.56
783,278,47,1,163.24
784,278,41,1,1266.38
785,278,13,2,584.55
786,278,33,1,566.11
787,278,35,3,418.43
788,279,26,3,662.71
789,279,27,1,311.31
790,279,23,2,852.77
791,279,43,3,724.69
792,280,28,1,803.07
793,280,42,3,740.92
794,280,29,2,272.23
795,280,36,3,148.2
796,280,48,3,854.15
797,281,33,3,550.47
798,281,11,2,1204.12
799,281,15,2,972.38
800,282,36,3,198.09
801,282,20,1,358.23
802,282,25,1,752.69
803,282,14,1,289.8
804,283,37,1,117.18
805,283,48,3,585.21
806,283,10,3,660.09
807,284,16,2,1318.42
808,284,2,2,1112.06
809,284,7,2,667.42
810,284,48,1,729.12
811,284,17,2,270.48
812,285,33,2,436.72
813,285,38,3,857.35
814,285,11,1,708.24
815,285,23,1,936.54
816,286,23,1,607.58
817,286,44,1,315.57
818,287,5,2,1022.22
819,288,18,2,720.27
820,288,46,2,950.87
821,289,10,2,630.82
822,289,45,2,181.64
823,289,46,1,1094.36
824,289,43,2,1322.03
825,289,21,2,1215.33
826,290,40,2,424.12
827,290,42,2,603.05
828,290,17,1,386.12
829,290,23,1,572.86
830,291,29,1,332.73
831,291,10,1,702.96
832,291,43,3,902.05
833,292,49,2,1067.98
834,293,23,2,741.32
835,293,19,2,1024.78
836,293,50,3,677.52
837,293,5,3,1283.69
838,294,7,2,550.01
839,294,13,3,405.26
840,294,46,1,801.58
841,294,23,1,787.02
842,295,44,2,256.92
843,295,33,1,713.67
844,295,3,3,1307.44
845,295,32,3,115.41
846,296,45,1,167.5
847,296,39,1,470.59
848,296,50,2,1113.59
849,297,17,1,381.21
850,297,5,2,1196.68
851,297,34,3,1278.32
852,297,21,1,1161.6
853,298,19,1,1123.28
854,298,28,3,806.23
855,299,11,2,1291.8
856,299,10,2,781.67
857,299,4,1,561.48
858,299,8,1,629.29
859,299,47,2,121.29
860,300,44,2,184.92
861,300,50,1,883.98
862,301,26,3,648.72
863,301,23,3,968.6
864,301,12,2,540.59
865,301,48,1,566.34
866,301,14,3,327.15
867,302,49,1,841.02
868,303,32,1,105.18
869,303,10,2,723.22
870,304,19,3,1380.9
871,305,29,3,275.02
872,305,18,2,698.44
873,306,11,3,937.23
874,307,26,1,668.13
875,308,27,2,176.62
876,308,42,1,550.81
877,309,46,1,943.23
878,309,37,2,126.39
879,309,40,2,784.57
880,309,47,1,156.03
881,309,49,1,1182.17
882,310,30,1,644.54
883,310,28,3,1097.63
884,311,38,3,710.0
885,311,30,2,530.44
886,311,36,3,256.69
887,311,43,2,1045.25
888,311,15,1,953.42
889,312,42,3,782.15
890,312,19,1,871.69
891,312,48,1,693.68
892,312,29,3,249.83
893,313,12,2,356.79
894,314,31,2,914.57
895,314,7,1,615.22
896,314,46,1,868.95
897,315,5,2,1336.29
898,315,15,2,1190.23
899,315,36,1,219.59
900,315,24,1,284.53
901,315,34,1,1139.88
902,316,26,3,793.18
903,316,46,2,828.25
904,317,50,3,1179.02
905,317,28,3,572.87
906,317,37,3,138.67
907,318,47,2,128.62
908,318,30,1,619.39
909,318,10,3,798.4
910,319,44,2,300.55
911,319,9,2,628.8
912,319,45,1,186.88
913,319,31,2,914.66
914,320,22,1,1078.27
915,320,14,3,251.41
916,321,38,3,594.56
917,321,1,1,189.55
918,321,34,3,1442.35
919,322,50,3,861.7
920,322,12,3,415.66
921,322,1,2,126.69
922,322,26,2,509.55
923,322,44,1,221.43
924,323,13,2,371.26
925,323,42,2,674.18
926,324,14,1,328.8
927,324,43,3,860.05
928,325,13,2,565.8
929,325,18,3,1351.41
930,325,48,2,832.68
931,325,43,2,1233.69
932,325,32,1,96.6
933,326,35,2,368.6
934,326,9,2,593.78
935,327,9,1,730.83
936,327,46,2,786.18
937,327,32,1,144.43
938,327,39,2,668.86
939,327,34,1,1105.55
940,328,5,3,741.38
941,329,23,2,1130.84
942,329,10,1,922.07
943,329,26,1,922.51
944,330,50,1,689.55
945,331,13,3,512.96
946,331,36,3,147.72
947,331,15,1,763.27
948,331,45,3,161.09
949,331,22,3,908.88
950,332,5,2,757.69
951,332,29,3,269.4
952,332,46,3,1110.19
953,332,26,2,892.3
954,333,43,2,777.5
955,334,14,3,273.73
956,334,39,3,388.99
957,334,13,1,593.61
958,334,4,1,682.4
959,334,7,2,848.39
960,335,46,3,916.25
961,335,7,1,532.31
962,335,21,1,1223.06
963,336,12,3,394.3
964,336,24,2,268.8
965,336,23,2,951.74
966,337,13,2,334.72
967,337,46,3,1174.14
968,338,9,1,639.8
969,339,48,3,796.4
970,340,45,1,158.27
971,340,32,3,117.12
972,341,9,1,523.18
973,341,29,3,209.65
974,341,14,1,401.09
975,342,16,3,742.03
976,342,48,2,617.75
977,342,36,3,223.24
978,342,28,3,861.23
979,343,29,3,324.58
980,343,28,2,1081.62
981,344,50,1,1192.68
982,344,10,2,1009.54
983,345,24,3,331.84
984,345,43,2,833.99
985,346,3,3,1358.39
986,346,1,2,211.83
987,346,34,2,1309.02
988,347,1,1,200.25
989,348,50,3,1204.38
990,349,48,1,539.7
991,349,38,3,744.02
992,349,46,1,745.29
993,350,29,1,223.01
994,350,42,2,664.36
995,350,47,1,143.4
996,350,9,2,438.56
997,350,40,1,417.32
998,351,7,1,518.07
999,352,26,1,608.33
1000,352,47,3,99.78
1001,352,1,1,137.97
1002,353,2,2,1045.63
1003,353,38,3,718.49
1004,353,8,1,725.96
1005,353,26,2,482.44
1006,354,23,2,934.58
1007,354,22,2,1275.78
1008,354,34,1,1330.91
1009,354,13,2,544.84
1010,354,17,2,339.26
1011,355,36,2,171.11
1012,355,17,3,312.87
1013,355,22,1,809.56
1014,355,24,2,263.37
1015,356,48,1,533.0
1016,356,8,1,650.08
1017,357,14,1,323.66
1018,357,18,2,945.8
1019,357,47,3,167.41
1020,358,13,3,449.57
1021,359,39,3,652.18
1022,359,46,3,1067.32
1023,360,19,2,970.87
1024,361,19,2,1255.81
1025,361,15,1,1166.09
1026,361,4,3,566.19
1027,361,30,2,616.44
1028,361,21,3,1220.5
1029,362,49,3,1172.96
1030,363,27,2,306.06
1031,363,14,2,445.84
1032,364,47,2,134.54
1033,364,42,3,580.85
1034,364,26,1,753.41
1035,364,2,3,847.7
1036,365,16,1,1252.7
1037,365,32,2,146.39
1038,366,5,1,759.57
1039,367,49,1,1229.03
1040,367,48,1,545.62
1041,367,12,1,315.79
1042,368,13,3,496.55
1043,368,41,3,1228.61
1044,368,36,1,204.06
1045,368,5,2,800.64
1046,369,6,3,791.36
1047,369,39,1,608.56
1048,369,11,2,824.99
1049,369,28,3,610.13
1050,369,35,2,413.33
1051,370,5,1,1120.18
1052,370,12,1,452.85
1053,370,3,3,1246.52
1054,370,45,3,153.89
1055,371,14,3,337.44
1056,371,3,2,708.03
1057,371,41,1,952.93
1058,371,29,3,306.09
1059,372,31,2,964.28
1060,372,39,1,390.46
1061,372,21,2,1152.62
1062,373,32,2,126.99
1063,373,30,1,581.38
1064,374,9,3,386.51
1065,374,44,1,238.48
1066,374,33,2,737.65
1067,374,7,2,916.67
1068,374,10,3,925.37
1069,375,49,3,1115.13
1070,376,34,2,1314.21
1071,377,19,3,935.77
1072,377,46,3,1063.69
1073,377,38,3,903.32
1074,377,14,2,410.42
1075,377,48,3,631.31
1076,378,41,1,1284.57
1077,378,1,3,168.98
1078,378,12,2,507.44
1079,379,36,2,167.65
1080,379,44,3,265.15
1081,379,39,2,487.97
1082,379,13,3,561.8
1083,379,27,1,333.37
1084,380,2,1,930.45
1085,380,22,3,1148.38
1086,380,5,3,931.63
1087,380,27,3,331.83
1088,381,16,2,1397.66
1089,381,18,1,1338.21
1090,381,7,1,815.15
1091,381,29,1,235.3
1092,382,22,1,1163.49
1093,383,38,2,573.13
1094,383,25,2,454.3
1095,383,1,3,171.22
1096,383,4,3,827.68
1097,383,37,1,100.27
1098,384,21,1,1322.37
1099,384,4,3,864.81
1100,384,2,3,681.82
1101,384,18,2,849.13
1102,385,7,1,494.49
1103,385,16,3,845.44
1104,385,28,2,827.67
1105,385,37,3,131.93
1106,385,12,2,412.38
1107,386,47,2,136.26
1108,386,40,2,832.66
1109,387,30,2,509.01
1110,387,35,3,428.54
1111,387,45,3,198.11
1112,387,46,1,1166.12
1113,387,25,2,673.4
1114,388,36,3,220.88
1115,388,35,2,313.3
1116,388,34,3,957.08
1117,388,13,3,568.46
1118,389,22,2,771.04
1119,389,15,3,1052.11
1120,390,11,3,1113.4
1121,390,16,2,1154.68
1122,390,41,1,772.54
1123,390,9,2,745.78
1124,390,35,3,393.64
1125,391,45,2,126.86
1126,391,2,2,748.4
1127,391,9,2,441.21
1128,392,40,2,532.47
1129,392,37,2,90.46
1130,392,20,3,517.13
1131,393,27,2,229.18
1132,393,41,2,916.35
